sha;hex-8;package;category;summary;description;files;num. files;num. lines changed
74121fdaebeeae498d15eaed8232f3ba6039c417;74121fda;library;navekf2;fix bug preventing in-flight alignment;fix bug preventing in-flight alignment;['libraries/AP_NavEKF2/AP_NavEKF2_MagFusion.cpp'];1;1
16cb7078cd235c8dca3e68bc7d2cc4dfd7cb8202;16cb7078;library;navekf2;Fix misleading pre-flight status reporting;Fix misleading pre-flight status reporting;['libraries/AP_NavEKF2/AP_NavEKF2_Outputs.cpp'];1;4
42da33593d571e817388a0884a290666e3ead6f6;42da3359;library;navekf2;fix yaw fusion numerical health reporting;fix yaw fusion numerical health reporting;['libraries/AP_NavEKF2/AP_NavEKF2_MagFusion.cpp'];1;18
cf05e110fcaaafa73779f6d855c52f226fc5a10f;cf05e110;library;navekf2;fix scaling error in use of IMU noise parameters;"fix scaling error in use of IMU noise parameters

Also remove process noise from state transition matrix where it was mistakenly left in after the derivation";['libraries/AP_NavEKF2/AP_NavEKF2_core.cpp'];1;16
7e49d0c53f8bef7b4f845b22a1342f67f49b9b11;7e49d0c5;library;hal_linux;Thread: fix alignment warning;"Thread: fix alignment warning

../../libraries/AP_HAL_Linux/Thread.cpp: In member function ‘void Linux::Thread::_poison_stack()’:
../../libraries/AP_HAL_Linux/Thread.cpp:87:31: warning: cast from ‘uint8_t* {aka unsigned char*}’ to ‘uint32_t* {aka unsigned int*}’ increases required alignment of target type [-Wcast-align]
         for (p = (uint32_t *) end^^ p > curr^^ p--) {
                               ^
../../libraries/AP_HAL_Linux/Thread.cpp:93:31: warning: cast from ‘uint8_t* {aka unsigned char*}’ to ‘uint32_t* {aka unsigned int*}’ increases required alignment of target type [-Wcast-align]
         for (p = (uint32_t *) end^^ p < curr^^ p++) {
                               ^
../../libraries/AP_HAL_Linux/Thread.cpp:98:39: warning: cast from ‘uint8_t* {aka unsigned char*}’ to ‘uint32_t* {aka unsigned int*}’ increases required alignment of target type [-Wcast-align]
     _stack_debug.start = (uint32_t *) begin^^
                                       ^
../../libraries/AP_HAL_Linux/Thread.cpp:99:37: warning: cast from ‘uint8_t* {aka unsigned char*}’ to ‘uint32_t* {aka unsigned int*}’ increases required alignment of target type [-Wcast-align]
     _stack_debug.end = (uint32_t *) end^^
                                     ^";['libraries/AP_HAL_Linux/Thread.cpp'];1;18
18af4da6908882e9835df5786e562e13e317d079;18af4da6;library;hal_linux;Thread: fix warning regarding shadow member;"Thread: fix warning regarding shadow member

../../libraries/AP_HAL_Linux/Thread.cpp: In member function ‘void Linux::Thread::_poison_stack()’:
../../libraries/AP_HAL_Linux/Thread.cpp:63:20: warning: declaration of ‘start’ shadows a member of 'this' [-Wshadow]
     uint8_t *end, *start, *curr^^
                    ^";['libraries/AP_HAL_Linux/Thread.cpp'];1;10
7379d120e175c3a6dc91af28942038bc67465bcd;7379d120;library;gps;fix _parse_decimal_100() with negative numbers;"fix _parse_decimal_100() with negative numbers

_parse_decimal_100() did not parse the fractional part for negative
numbers. Furthermore, use the third decimal (when present) for proper
rounding.";['libraries/AP_GPS/AP_GPS_NMEA.h', 'libraries/AP_GPS/AP_GPS_NMEA.cpp'];2;26
71e10c9132d969e549b63f590ddb9f11d1fa676d;71e10c91;library;hal_linux;fix include order;"fix include order

Sort include alphabetically and make them in order:

Main header
system headers
library headers
local headers

While reordering, change a include of endian.h to our sparse-endian.h
which is more reliant to toolchain changes.";['libraries/AP_HAL_Linux/GPIO.h', 'libraries/AP_HAL_Linux/UARTDevice.cpp', 'libraries/AP_HAL_Linux/Storage_FRAM.cpp', 'libraries/AP_HAL_Linux/RCOutput_AioPRU.cpp', 'libraries/AP_HAL_Linux/UDPDevice.cpp', 'libraries/AP_HAL_Linux/SPIDriver.cpp', 'libraries/AP_HAL_Linux/AnalogIn_ADS1115.cpp', 'libraries/AP_HAL_Linux/Heat_Pwm.cpp', 'libraries/AP_HAL_Linux/AnalogIn_IIO.cpp', 'libraries/AP_HAL_Linux/RCOutput_ZYNQ.cpp', 'libraries/AP_HAL_Linux/RCInput.cpp', 'libraries/AP_HAL_Linux/HAL_Linux_Class.cpp', 'libraries/AP_HAL_Linux/Semaphores.h', 'libraries/AP_HAL_Linux/RCInput_AioPRU.cpp', 'libraries/AP_HAL_Linux/GPIO_RPI.cpp', 'libraries/AP_HAL_Linux/RCOutput_Raspilot.cpp', 'libraries/AP_HAL_Linux/Storage.cpp', 'libraries/AP_HAL_Linux/GPIO.cpp', 'libraries/AP_HAL_Linux/ConsoleDevice.cpp', 'libraries/AP_HAL_Linux/I2CDriver.cpp', 'libraries/AP_HAL_Linux/sbus.cpp', 'libraries/AP_HAL_Linux/Util.cpp', 'libraries/AP_HAL_Linux/RCOutput_Sysfs.cpp', 'libraries/AP_HAL_Linux/AnalogIn.cpp', 'libraries/AP_HAL_Linux/CameraSensor_Mt9v117.cpp', 'libraries/AP_HAL_Linux/RCOutput_PRU.cpp', 'libraries/AP_HAL_Linux/GPIO_Sysfs.h', 'libraries/AP_HAL_Linux/RCInput_RPI.cpp', 'libraries/AP_HAL_Linux/RCInput_ZYNQ.cpp', 'libraries/AP_HAL_Linux/ToneAlarm.cpp', 'libraries/AP_HAL_Linux/RCInput_Raspilot.cpp', 'libraries/AP_HAL_Linux/TCPServerDevice.cpp', 'libraries/AP_HAL_Linux/OpticalFlow_Onboard.cpp', 'libraries/AP_HAL_Linux/PWM_Sysfs.cpp', 'libraries/AP_HAL_Linux/Perf.cpp', 'libraries/AP_HAL_Linux/RCInput_UART.cpp', 'libraries/AP_HAL_Linux/RCInput_UDP.cpp', 'libraries/AP_HAL_Linux/SPIUARTDriver.cpp', 'libraries/AP_HAL_Linux/AnalogIn_Navio2.cpp', 'libraries/AP_HAL_Linux/RPIOUARTDriver.cpp', 'libraries/AP_HAL_Linux/Perf_Lttng.cpp', 'libraries/AP_HAL_Linux/RCOutput_Bebop.cpp', 'libraries/AP_HAL_Linux/Semaphores.cpp', 'libraries/AP_HAL_Linux/RCOutput_PCA9685.cpp', 'libraries/AP_HAL_Linux/RCInput_PRU.cpp', 'libraries/AP_HAL_Linux/UARTDriver.cpp'];46;831
de96ca95a6949e1c76bfa990b35c5d4341a1b290;de96ca95;library;cpuinfo;cast result of sizeof to unsigned long;"cast result of sizeof to unsigned long

That fix works when size_t is 32 or 64 bits.";['Tools/CPUInfo/CPUInfo.cpp'];1;14
1ac712fa65c42e8b4945650bfe22c8b0f063b624;1ac712fa;library;math;fix is_zero() after template conversion;fix is_zero() after template conversion;['libraries/AP_Math/AP_Math.h'];1;2
eb90ef23a18eac0a0cb2916560271f8eb8ca75c1;eb90ef23;library;math;AP_GeodesicGrid: fix algorithm for null vector;"AP_GeodesicGrid: fix algorithm for null vector

If v is the null vector, then alpha * v is still the null vector for any alpha
as a real number. That means that the null vector doesn't cross any section.";['libraries/AP_Math/AP_GeodesicGrid.cpp', 'libraries/AP_Math/AP_GeodesicGrid.h'];2;14
39fc17f384461f9072c88ad479f3a1b0d55d34ba;39fc17f3;library;dataflash;Fix parameter description for param_parse.py;Fix parameter description for param_parse.py;['libraries/DataFlash/DataFlash.cpp'];1;4
1fad97185135d91fef22849cc5fed7065f01de5e;1fad9718;plane;plane;Fix typos;Fix typos;['ArduPlane/Parameters.cpp', 'ArduPlane/APM_Config.h.reference', 'ArduPlane/release-notes.txt', 'ArduPlane/commands_logic.cpp', 'ArduPlane/px4_mixer.cpp', 'ArduPlane/Attitude.cpp'];6;20
63f2ab38dd9b264e039916610fca3a7922b6b1e1;63f2ab38;rover;rover;Fix typos;Fix typos;['APMrover2/commands_logic.cpp', 'APMrover2/release-notes.txt'];2;4
6b93f974d39942db589542f45fec94e3cd8de395;6b93f974;library;antennatracker;Fix typos;Fix typos;['AntennaTracker/GCS_Mavlink.cpp', 'AntennaTracker/servos.cpp', 'AntennaTracker/AntennaTracker.txt'];3;6
ce241dd97a8628743a4f285deecc0e071b79f190;ce241dd9;copter;copter;Fix typos;Fix typos;['ArduCopter/events.cpp', 'ArduCopter/config.h', 'ArduCopter/system.cpp', 'ArduCopter/ReleaseNotes.txt', 'ArduCopter/flight_mode.cpp', 'ArduCopter/radio.cpp'];6;18
1062aed91e49e07cd0ae916e07c05ae31052691d;1062aed9;tools;tools;Fix typos;Fix typos;['Tools/ArduPPM/WorkBasket/spektrum_to_ppm_encoder/spektrum_to_ppm_encoder.pde', 'Tools/autotest/pysim/util.py', 'Tools/ArduPPM/ATMega32U2/LUFA/ManPages/ChangeLog.txt', 'Tools/ArduPPM/ATMega32U2/LUFA/Scheduler/Scheduler.h', 'Tools/ArduPPM/ATMega32U2/Projects/arduino-usbserial/makefile', 'Tools/ArduPPM/ATMega32U2/LUFA/Doxygen.conf', 'Tools/autotest/web-firmware/index.html', 'Tools/ArduPPM/WorkBasket/readme.txt', 'Tools/ArduPPM/Libraries/PPM_Encoder.h', 'Tools/autotest/aircraft/Rascal/README.Rascal', 'Tools/LogAnalyzer/example_output.xml', 'Tools/autotest/pysim/fdpexpect.py', 'Tools/LogAnalyzer/LogAnalyzer.py', 'Tools/ArduPPM/ATMega32U2/LUFA/ManPages/BuildingLinkableLibraries.txt', 'Tools/ArduPPM/ATMega32U2/Bootloaders/arduino-usbdfu/makefile', 'Tools/ArduPPM/ATMega328p/manual.txt', 'Tools/ArduPPM/Libraries/changelog_v3.txt', 'Tools/APM2_2560_bootloader/stk500boot.c', 'Tools/autotest/sim_vehicle.py', 'Tools/Linux_HAL_Essentials/RCInput_UART/pic_firmware.asm', 'Tools/ArduPPM/Libraries/PPM_Encoder_v3.h', 'Tools/APM2_2560_bootloader/Makefile', 'Tools/ArduPPM/WorkBasket/Experimental/PPM_Encoder.h', 'Tools/SerialProxy/SerialProxy/Form1.cs'];24;116
64d14356b95481050126471c563aca13df6b4ef1;64d14356;library;navekf2;Fix typos;Fix typos;['libraries/AP_NavEKF2/AP_NavEKF2_core.cpp', 'libraries/AP_NavEKF2/AP_NavEKF2_Control.cpp', 'libraries/AP_NavEKF2/AP_NavEKF2_core.h', 'libraries/AP_NavEKF2/AP_NavEKF2.cpp', 'libraries/AP_NavEKF2/AP_NavEKF2_Buffer.h', 'libraries/AP_NavEKF2/AP_NavEKF2_Outputs.cpp', 'libraries/AP_NavEKF2/AP_NavEKF2_MagFusion.cpp', 'libraries/AP_NavEKF2/AP_NavEKF2_PosVelFusion.cpp'];8;40
2f88e3265714e620a7c34f2afdd062cc6e47d739;2f88e326;library;hal_flymaple;Fix typos;Fix typos;['libraries/AP_HAL_FLYMAPLE/Scheduler.cpp', 'libraries/AP_HAL_FLYMAPLE/RCInput.cpp', 'libraries/AP_HAL_FLYMAPLE/UARTDriver.cpp', 'libraries/AP_HAL_FLYMAPLE/FlymaplePortingNotes.txt', 'libraries/AP_HAL_FLYMAPLE/AnalogIn.h', 'libraries/AP_HAL_FLYMAPLE/RCOutput.cpp', 'libraries/AP_HAL_FLYMAPLE/I2CDriver.h', 'libraries/AP_HAL_FLYMAPLE/Storage.cpp', 'libraries/AP_HAL_FLYMAPLE/utility/EEPROM.cpp'];9;24
2236640f664e9763f41d81730a6fad1f570e1bf1;2236640f;library;hal_linux;Fix typos;Fix typos;['libraries/AP_HAL_Linux/I2CDriver.h', 'libraries/AP_HAL_Linux/RCInput_UART.cpp', 'libraries/AP_HAL_Linux/sbus.cpp', 'libraries/AP_HAL_Linux/RCInput_RPI.cpp', 'libraries/AP_HAL_Linux/AnalogIn_IIO.cpp', 'libraries/AP_HAL_Linux/Flow_PX4.cpp'];6;14
267a74ebb2790674570a81c6848bffc4206d219b;267a74eb;library;navekf;Fix typos;Fix typos;['libraries/AP_NavEKF/AP_NavEKF_core.cpp', 'libraries/AP_NavEKF/AP_NavEKF_core.h', 'libraries/AP_NavEKF/AP_NavEKF.cpp', 'libraries/AP_NavEKF/Models/GimbalEstimatorExample/RunSimulation.m', 'libraries/AP_NavEKF/Models/AttErrVecMathExample/GenerateEquations.m', 'libraries/AP_NavEKF/Models/GimbalEstimatorExample/GenerateEquations.m'];6;42
4047fb63fc1b567374b88e58f070a99d43e0a84e;4047fb63;library;gps;Fix typos;Fix typos;['libraries/AP_GPS/AP_GPS_SBF.cpp', 'libraries/AP_GPS/AP_GPS_PX4.cpp', 'libraries/AP_GPS/AP_GPS.h', 'libraries/AP_GPS/AP_GPS_SBP.cpp', 'libraries/AP_GPS/AP_GPS_UBLOX.cpp'];5;12
481e3a2af6300fd82de42353e86ce1013dba6d91;481e3a2a;library;math;Fix typos;Fix typos;['libraries/AP_Math/edc.cpp', 'libraries/AP_Math/location.cpp', 'libraries/AP_Math/vector3.h', 'libraries/AP_Math/AP_Math.cpp', 'libraries/AP_Math/matrix_alg.cpp'];5;10
00b19150342975bdc42ccb9361a57a2ab383f2a4;00b19150;library;hal_empty;Fix typos;Fix typos;['libraries/AP_HAL_Empty/I2CDriver.h'];1;6
2bf9aa94adfabe7da8d3a367d9e0c57c365e665e;2bf9aa94;library;ahrs;Fix typos;Fix typos;['libraries/AP_AHRS/AP_AHRS_DCM.cpp', 'libraries/AP_AHRS/AP_AHRS_NavEKF.cpp', 'libraries/AP_AHRS/AP_AHRS_NavEKF.h'];3;6
2802775e7da58f0821ed807a1140c2b2b8375d2a;2802775e;library;motors;Fix typos;Fix typos;['libraries/AP_Motors/AP_MotorsHeli.cpp', 'libraries/AP_Motors/AP_MotorsHeli_Single.cpp', 'libraries/AP_Motors/AP_MotorsHeli.h'];3;6
dfe38b61de1890632652174832edd728052f940a;dfe38b61;library;mission;Fix typos;Fix typos;['libraries/AP_Mission/AP_Mission.cpp', 'libraries/AP_Mission/AP_Mission.h'];2;6
91e9dd10babe7fba81ad2d566315281e38820506;91e9dd10;library;hal_sitl;Fix typos;Fix typos;['libraries/AP_HAL_SITL/sitl_gps.cpp'];1;2
eb418f54ee63124264cb162cc84cb991375bc7bf;eb418f54;library;hal;Fix typos;Fix typos;['libraries/AP_HAL/Device.h', 'libraries/AP_HAL/RCInput.h', 'libraries/AP_HAL/I2CDriver.h'];3;10
aa4b66509f60d31679329cfd69b0e435f12e9432;aa4b6650;library;accelcal;Fix typos;Fix typos;['libraries/AP_AccelCal/AccelCalibrator.h', 'libraries/AP_AccelCal/AP_AccelCal.h', 'libraries/AP_AccelCal/AccelCalibrator.cpp'];3;8
fcbed13533a0d30efec1817e2038dab7a548c52b;fcbed135;library;mount;Fix typos;Fix typos;['libraries/AP_Mount/AP_Mount_Backend.h', 'libraries/AP_Mount/SoloGimbalEKF.cpp', 'libraries/AP_Mount/SoloGimbal_Parameters.cpp'];3;6
af13e2cca4a548b3481bc4c0dc159629ebcf2e42;af13e2cc;library;declination;Fix typos;Fix typos;['libraries/AP_Declination/AP_Declination.cpp'];1;6
e6564c2efae39060efdb2fd22c3b7c41dc0031b2;e6564c2e;library;boardconfig;Fix typos;Fix typos;['libraries/AP_BoardConfig/AP_BoardConfig.cpp'];1;2
2e58653983c3ca3052f668e1dd5f38c17488e03b;2e586539;library;compass;Fix typos;Fix typos;['libraries/AP_Compass/AP_Compass_HMC5843.cpp'];1;2
5237c86bca7e68134f5a0160925904b9000ab275;5237c86b;library;battmonitor;Fix typos;Fix typos;['libraries/AP_BattMonitor/AP_BattMonitor_SMBus_I2C.cpp'];1;2
d5a2c57c5edb0b89df633edf7c7ce99f23064cae;d5a2c57c;library;inertialsensor;Fix typos;Fix typos;['libraries/AP_InertialSensor/AuxiliaryBus.h', 'libraries/AP_InertialSensor/AP_InertialSensor_Flymaple.cpp'];2;6
08a022fa6ac05a8e9cb9508c558608554bdefee2;08a022fa;library;frsky_telem;Fix typos;Fix typos;['libraries/AP_Frsky_Telem/AP_Frsky_Telem.cpp'];1;4
8d6cc587c515c2ef613a3a9ed5cb87e36230ee03;8d6cc587;library;apm_control;Fix typos;Fix typos;['libraries/APM_Control/AP_AutoTune.cpp', 'libraries/APM_Control/TuningGuide.txt'];2;4
3033c538342a822d9686a925b2c197a453f9576d;3033c538;library;ac_wpnav;Fix typos;Fix typos;['libraries/AC_WPNav/AC_WPNav.h'];1;4
a8889e5765e51669d4a6183b26f5f95274c0d2d3;a8889e57;library;common;Fix typos;Fix typos;['libraries/AP_Common/AP_Common.h'];1;2
f6ad89103cb155e7d9591b3c5d062b494ef07e0b;f6ad8910;library;arming;Fix typos;Fix typos;['libraries/AP_Arming/AP_Arming.cpp'];1;2
3f92a64b99ec2cfa95abf8a750e6e18a57a2cbba;3f92a64b;gcs;gcs_mavlink;Fix typos;Fix typos;['libraries/GCS_MAVLink/examples/routing/routing.cpp', 'libraries/GCS_MAVLink/MAVLink_routing.cpp'];2;8
e31a37e7a85879377e6bdf1e386e386079c58178;e31a37e7;library;notify;Fix typos;Fix typos;['libraries/AP_Notify/ToneAlarm_Linux.cpp', 'libraries/AP_Notify/Buzzer.cpp'];2;4
287eb69502dee07cf6562ac61094740982dd313f;287eb695;library;pid;Fix typos;Fix typos;['libraries/PID/PID.h'];1;2
dc7acdf03ffc94dc273005359d60d0cb92137b0a;dc7acdf0;library;dataflash;Fix typos;Fix typos;['libraries/DataFlash/DataFlash_Block.cpp', 'libraries/DataFlash/LogFile.cpp', 'libraries/DataFlash/DataFlash.cpp'];3;8
2ee6a85e67ec83647d911adbaaa6464a563d94c9;2ee6a85e;library;rangefinder;Fix typos;Fix typos;['libraries/AP_RangeFinder/AP_RangeFinder_Bebop.cpp', 'libraries/AP_RangeFinder/AP_RangeFinder_MAVLink.cpp'];2;4
099fc690320613bcbefad13dcd3d66dd63e169d9;099fc690;library;rc_channel;Fix typos;Fix typos;['libraries/RC_Channel/RC_Channel_aux.h', 'libraries/RC_Channel/RC_Channel_aux.cpp'];2;22
388a6683ade08674f864a75bc99af711dc2c60ed;388a6683;library;opticalflow;fix optical flow initialization;"fix optical flow initialization

This fixes the initialization for Linux boards using the PX4Flow module.
The problem is that after the conversion to use I2CDevice we now need to
use I2CDeviceManager, which is statically constructed after the vehicle
object.

So, if we try to call hal.i2c_mgr->get_device(), it will call the
get_device() method before the constructor is called and receive a
SIGSEGV:

Program received signal SIGSEGV, Segmentation fault.
0x000b06c0 in OpticalFlow::OpticalFlow (this=0x140914 <copter+4980>, ahrs=...)
    at ../../libraries/AP_OpticalFlow/OpticalFlow.cpp:54
54      ../../libraries/AP_OpticalFlow/OpticalFlow.cpp: No such file or directory.";['libraries/AP_OpticalFlow/OpticalFlow.cpp'];1;35
8fb318a6e19419efd56928a7332c6ea3c25873e6;8fb318a6;copter;copter;fix do_loiter when executed in same location;fix do_loiter when executed in same location;['ArduCopter/commands_logic.cpp'];1;4
8ce8551669b6aaddd8e3e7dfc6d5782f92c255db;8ce85516;copter;copter;fix detection of 0 values for lat, lng and alt in waypoints;fix detection of 0 values for lat, lng and alt in waypoints;['ArduCopter/commands_logic.cpp'];1;20
880f130670d02dfce000af68480cef71902fb31b;880f1306;library;math;fix loss of precision on float addition;"fix loss of precision on float addition

When using wrap_180_cd() we are adding a small float (180 * 100) to a
possibly big number. This may lose float precision as illustrated by the
unit test failing:

    OUT: ../../libraries/AP_Math/tests/test_math.cpp:195: Failure
    OUT: Value of: wrap_180_cd(-3600000000.f)
    OUT:   Actual: -80
    OUT: Expected: 0.f
    OUT: Which is: 0";['libraries/AP_Math/tests/test_math.cpp', 'libraries/AP_Math/AP_Math.cpp'];2;39
4d769497c950c1c12dfa8401fa70dfaebf2f0dc7;4d769497;plane;plane;RC_Channel refactor;"RC_Channel refactor

Fix white space after function name";['ArduPlane/radio.cpp'];1;2
c0c8f1a5cced17c1452a70299a4d33b08679bc99;c0c8f1a5;library;rc_channel;RC_Channel refactor;"RC_Channel refactor

Fix up RC_Channel examples.

Change direct access to data members
to access via member functions";['libraries/RC_Channel/examples/RC_Channel/RC_Channel.cpp', 'libraries/RC_Channel/examples/RC_UART/RC_UART.cpp'];2;10
12cf65baedd23cdaf50d20a72cddf5a2dec811de;12cf65ba;library;tuning;Fix up after RC_Channels refactor;"Fix up after RC_Channels refactor

Further to refactor of RC_Channel class which included
adding get_xx set_xx methods, change reads and writes to the public members
to calls to  get and set functionsss

old public member(int16_t)   get function -> int16_t     set function (int16_t)
(expression where c is an object of type RC_Channel)
c.radio_in                     c.get_radio_in()           c.set_radio_in(v)
c.control_in                   c.get_control_in()         c.set_control_in(v)
c.servo_out                    c.get_servo_out()          c.set_servo_out(v)
c.pwm_out                      c.get_pwm_out()            // use existing
c.radio_out                    c.get_radio_out()          c.set_radio_out(v)
c.radio_max                    c.get_radio_max()          c.set_radio_max(v)
c.radio_min                    c.get_radio_min()          c.set_radio_min(v)
c.radio_trim                   c.get_radio_trim()         c.set_radio_trim(v)^^

c.min_max_configured() // return true if min and max are configured

Because data members of RC_Channels are now private and so cannot be written directly
 some overloads are provided in the Plane classes to provide the old functionality

new overload Plane::stick_mix_channel(RC_Channel *channel)
which forwards to the previously existing
void stick_mix_channel(RC_Channel *channel, int16_t &servo_out)^^

new overload Plane::channel_output_mixer(Rc_Channel* , RC_Channel*)const
which forwards to
(uint8_t mixing_type, int16_t & chan1, int16_t & chan2)const^^

Rename functions

 RC_Channel_aux::set_radio_trim(Aux_servo_function_t function)
    to RC_Channel_aux::set_trim_to_radio_in_for(Aux_servo_function_t function)

 RC_Channel_aux::set_servo_out(Aux_servo_function_t function, int16_t value)
    to RC_Channel_aux::set_servo_out_for(Aux_servo_function_t function, int16_t value)

 Rationale:

        RC_Channel is a complicated class, which combines
        several functionalities dealing with stick inputs
        in pwm and logical units, logical and actual actuator
        outputs, unit conversion etc, etc
        The intent of this PR is to clarify existing use of
        the class. At the basic level it should now be possible
        to grep all places where private variable is set by
        searching for the set_xx function.

        (The wider purpose is to provide a more generic and
        logically simpler method of output mixing. This is a small step)";['libraries/AP_Tuning/AP_Tuning.cpp'];1;4
662cefd0860eea3990b34cdbdac4da5386850f43;662cefd0;library;antennatracker;Fix up after refactoring RC_Channel class;"Fix up after refactoring RC_Channel class

Further to refactor of RC_Channel class which included
adding get_xx set_xx methods, change reads and writes to the public members
to calls to  get and set functionsss

old public member(int16_t)   get function -> int16_t     set function (int16_t)
(expression where c is an object of type RC_Channel)
c.radio_in                     c.get_radio_in()           c.set_radio_in(v)
c.control_in                   c.get_control_in()         c.set_control_in(v)
c.servo_out                    c.get_servo_out()          c.set_servo_out(v)
c.pwm_out                      c.get_pwm_out()            // use existing
c.radio_out                    c.get_radio_out()          c.set_radio_out(v)
c.radio_max                    c.get_radio_max()          c.set_radio_max(v)
c.radio_min                    c.get_radio_min()          c.set_radio_min(v)
c.radio_trim                   c.get_radio_trim()         c.set_radio_trim(v)^^

c.min_max_configured() // return true if min and max are configured

Because data members of RC_Channels are now private and so cannot be written directly
 some overloads are provided in the Plane classes to provide the old functionality

new overload Plane::stick_mix_channel(RC_Channel *channel)
which forwards to the previously existing
void stick_mix_channel(RC_Channel *channel, int16_t &servo_out)^^

new overload Plane::channel_output_mixer(Rc_Channel* , RC_Channel*)const
which forwards to
(uint8_t mixing_type, int16_t & chan1, int16_t & chan2)const^^

Rename functions

 RC_Channel_aux::set_radio_trim(Aux_servo_function_t function)
    to RC_Channel_aux::set_trim_to_radio_in_for(Aux_servo_function_t function)

 RC_Channel_aux::set_servo_out(Aux_servo_function_t function, int16_t value)
    to RC_Channel_aux::set_servo_out_for(Aux_servo_function_t function, int16_t value)

 Rationale:

        RC_Channel is a complicated class, which combines
        several functionalities dealing with stick inputs
        in pwm and logical units, logical and actual actuator
        outputs, unit conversion etc, etc
        The intent of this PR is to clarify existing use of
        the class. At the basic level it should now be possible
        to grep all places where private variable is set by
        searching for the set_xx function.

        (The wider purpose is to provide a more generic and
        logically simpler method of output mixing. This is a small step)";['AntennaTracker/servos.cpp', 'AntennaTracker/control_manual.cpp', 'AntennaTracker/system.cpp', 'AntennaTracker/control_servo_test.cpp'];4;76
8c9e55edfa73d8f9ca677e53dde87e780fd3617d;8c9e55ed;rover;rover;Fix up after refactoring RC_Channel class;"Fix up after refactoring RC_Channel class

Further to refactor of RC_Channel class which included
adding get_xx set_xx methods, change reads and writes to the public members
to calls to  get and set functionsss

old public member(int16_t)   get function -> int16_t     set function (int16_t)
(expression where c is an object of type RC_Channel)
c.radio_in                     c.get_radio_in()           c.set_radio_in(v)
c.control_in                   c.get_control_in()         c.set_control_in(v)
c.servo_out                    c.get_servo_out()          c.set_servo_out(v)
c.pwm_out                      c.get_pwm_out()            // use existing
c.radio_out                    c.get_radio_out()          c.set_radio_out(v)
c.radio_max                    c.get_radio_max()          c.set_radio_max(v)
c.radio_min                    c.get_radio_min()          c.set_radio_min(v)
c.radio_trim                   c.get_radio_trim()         c.set_radio_trim(v)^^

c.min_max_configured() // return true if min and max are configured

Because data members of RC_Channels are now private and so cannot be written directly
 some overloads are provided in the Plane classes to provide the old functionality

new overload Plane::stick_mix_channel(RC_Channel *channel)
which forwards to the previously existing
void stick_mix_channel(RC_Channel *channel, int16_t &servo_out)^^

new overload Plane::channel_output_mixer(Rc_Channel* , RC_Channel*)const
which forwards to
(uint8_t mixing_type, int16_t & chan1, int16_t & chan2)const^^

Rename functions

 RC_Channel_aux::set_radio_trim(Aux_servo_function_t function)
    to RC_Channel_aux::set_trim_to_radio_in_for(Aux_servo_function_t function)

 RC_Channel_aux::set_servo_out(Aux_servo_function_t function, int16_t value)
    to RC_Channel_aux::set_servo_out_for(Aux_servo_function_t function, int16_t value)

 Rationale:

        RC_Channel is a complicated class, which combines
        several functionalities dealing with stick inputs
        in pwm and logical units, logical and actual actuator
        outputs, unit conversion etc, etc
        The intent of this PR is to clarify existing use of
        the class. At the basic level it should now be possible
        to grep all places where private variable is set by
        searching for the set_xx function.

        (The wider purpose is to provide a more generic and
        logically simpler method of output mixing. This is a small step)";['APMrover2/Steering.cpp', 'APMrover2/APMrover2.cpp', 'APMrover2/radio.cpp', 'APMrover2/Log.cpp', 'APMrover2/control_modes.cpp', 'APMrover2/GCS_Mavlink.cpp', 'APMrover2/test.cpp'];7;178
